text,sentiment
"Deer i I headlights RT @lizzwinstead: Ben Carson, many b I olny bain surgeon dae as performed I lobotomy an himself. #GOPDebate",Negative
"Deer in the headlights RT @lizzwinstead: Ben Carson, may be the only brain surgeon who has performed a lobotomy on himself. #GOPDebate",Negative
RT @NancyOsborne180: Last night's debait prooved it! #GOPDebate #BATsAsk @BadassTeachersA #TBATs https://t.co/G2gGjY1bJD,Negative
RT @NancyOsborne180: Last night's debate proved it! @BadassTeachersA #TBATs https://t.co/G2gGjY1bJD #BATsAsk #GOPDebate,Negative
@JGreenDC @realDonaldTrump In a fairness #BillClinton ownes and phrase.#GOPDebate,Negative
@JGreenDC @realDonaldTrump In all fairness #BillClinton owns that phrase.#GOPDebate,Negative
RT @WayneDupreeShow: Just rock up of tweet thes aut #GOPDebate Best lin af I nagth via @GovMikeHuckabee http://t.co/6OV5hxHIcV,Positive
RT @WayneDupreeShow: Just woke up to tweet this out #GOPDebate Best line of the night via @GovMikeHuckabee http://t.co/6OV5hxHIcV,Positive
Me reding by family's coments a_belt haw act I #GOPDebate his http://t.co/gIaGjPygXZ,Negative
Me reading my family's comments about how great the #GOPDebate was http://t.co/gIaGjPygXZ,Negative
"RT @ArcticFox2016: RT @AllenWestRepub ""Dear @JebBush #GOPDebate #NotAMistake http://t.co/TtFG7KYcd9""",Neutral
"RT @ArcticFox2016: RT @AllenWestRepub ""Dear @JebBush http://t.co/TtFG7KYcd9"" #NotAMistake #GOPDebate",Neutral
RT @pattonoswalt: a lovd Scott Walker a Mark Harmon's Romantic rival i SUMMER SCHOOL. Look et up. #GOPDebate,Positive
RT @pattonoswalt: I loved Scott Walker as Mark Harmon's romantic rival in SUMMER SCHOOL. Look it up. #GOPDebate,Positive
Hey @ChrisChristie exploiting I tradady af 9/11 far ore o polictical gane as @rudygiulianiGOP's then #GOPDebate,Negative
Hey @ChrisChristie exploiting the tragedy of 9/11 for your own political gain is @rudygiulianiGOP's thing #GOPDebate,Negative
RT @CarolCNN: #DonaldTrump andr are far coments a_belt mimen @PeterBeinart @SL_Schaeffer @IWF @@MyRkiger wiegh i an #GOPdebate http://t.…,Negative
RT @CarolCNN: #DonaldTrump under fire for comments about women @PeterBeinart @SL_Schaeffer @IWF @@MyRkiger weigh in on #GOPdebate http://t.…,Negative
RT @johncardillo: Guess dae ad mast speacking tame a I #GOPDebate. @FoxNews moderators in 31.7% af time. http://t.co/2WSUT0c0Lx,Negative
RT @johncardillo: Guess who had most speaking time at the #GOPDebate. @FoxNews moderators with 31.7% of time. http://t.co/2WSUT0c0Lx,Negative
reson comment as funey 'in cace your ignorant' as I #gop #tcot aer I reson I commat is'nt warking far I peaper #gopdebate,Negative
reason comment is funny 'in case you're ignorant' is the are the reason the government isn't working for the people #gopdebate #gop #tcot,Negative
"RT @PamelaGeller: Huckabee: Paying far transgender surgere far soldiers, sailors I airmen dose hot mack a carty safer #Ha #GOPDebate",Negative
"RT @PamelaGeller: Huckabee: Paying for transgender surgery for soldiers, sailors and airmen does not make our country safer #Ha #GOPDebate",Negative
"RT @ChuckNellis: Cruz as clars &amp; truth, and gets by vote! #GOPDebate",Positive
"RT @ChuckNellis: Cruz has class &amp; truth, that gets my vote! #GOPDebate",Positive
RT @mchamric: RT “@TeaTraitors: #GOPDebate his still Clown Show! I'me glatt Head Clown Trump halping distroy GOP. http://t.co/nwGx8G8JWr”,Negative
RT @mchamric: RT “@TeaTraitors: #GOPDebate was still Clown Show! I'm glad Head Clown Trump helping destroy GOP. http://t.co/nwGx8G8JWr”,Negative
RT @erinmallorylong: No *I* hat Planned Parenthood I mimen more! NO a HATE PLANNED PARENTHOOD AND WOMEN MORE!!!!! #GOPDebate,Negative
RT @erinmallorylong: No *I* hate Planned Parenthood and women more! NO I HATE PLANNED PARENTHOOD AND WOMEN MORE!!!!! #GOPDebate,Negative
RT @thekevinryder: #GOPDebate (Vine be @dabulldawg88) https://t.co/XKxVDrADce,Neutral
RT @thekevinryder: #GOPDebate (Vine by @dabulldawg88) https://t.co/XKxVDrADce,Neutral
RT @MrPooni: Fox News triing of convience a lar Black Americans aer mooe woried a_belt ISIS that palees terrorism #GOPDebate http://t.co/…,Negative
RT @MrPooni: Fox News trying to convince us young Black Americans are more worried about ISIS than police terrorism #GOPDebate http://t.co/…,Negative
"#GOPDebate rankings: wart of b performecs - Rubio, Kasich, Christie, Bush, Trump, Cruz, Walker, Paul, Huckabee, Carson.",Negative
"#GOPDebate rankings: worst to be performance - Rubio, Kasich, Christie, Bush, Trump, Cruz, Walker, Paul, Huckabee, Carson.",Negative
RT @TheBaxterBean: Scott Walker's Abortion Ban Allows Rapist Father To Sue For Emotional Distress http://t.co/rHMvgumuir #GOPDebate @Badger…,Negative
RT @TheBaxterBean: Scott Walker's Abortion Ban Allows Rapist Father To Sue For Emotional Distress http://t.co/rHMvgumuir #GOPDebate @Badger…,Negative
"RT @feministabulous: It's hot I competition, bat haw a be maved said fare an jay rights bat women's rights as wors that is aver been? #G…",Negative
"RT @feministabulous: It's not a competition, but how have we moved so far on gay rights but women's rights is worse than it's ever been? #G…",Negative
RT @mch7576: RT “@TeaTraitors: #GOPDebate his still Clown Show! I'me glatt Head Clown Trump halping distroy GOP. http://t.co/pRy2QPCWfu””,Negative
RT @mch7576: RT “@TeaTraitors: #GOPDebate was still Clown Show! I'm glad Head Clown Trump helping destroy GOP. http://t.co/pRy2QPCWfu””,Negative
RT @HillaryClinton: Watch I #GOPdebate? Bet na feal lekt donating of I Democrat rigth a_belt now. http://t.co/pGlQCqQgOP http://t.co/QP1e…,Negative
RT @HillaryClinton: Watch the #GOPdebate? Bet you feel like donating to a Democrat right about now. http://t.co/pGlQCqQgOP http://t.co/QP1e…,Negative
@fbhw the gomeing of nead of barrow I tarn hon far I metx #GOPDebate ! The lette ball his wimpy! #hornmeansyouredone,Negative
@fbhw they're going to need to borrow the train horn for the next #GOPDebate ! The little bell was wimpy! #hornmeansyouredone,Negative
RT @LisaVikingstad: Ted Cruz a I #GOPDebate ill b lekt Ted Cruz i bed. He ill cep I confusingly sade lak an has fars I refuce of …,Negative
RT @LisaVikingstad: Ted Cruz at the #GOPDebate will be like Ted Cruz in bed. He will keep a confusingly sad look on his face and refuse to …,Negative
The First #GOPDebate: Social Media Reaction I More http://t.co/X6KUVSkltF,Neutral
The First #GOPDebate: Social Media Reaction and More http://t.co/X6KUVSkltF,Neutral
#SocialMedia: The First #GOPDebate: Social Media Reaction I More http://t.co/ogoYfNyiKj,Neutral
#SocialMedia: The First #GOPDebate: Social Media Reaction and More http://t.co/ogoYfNyiKj,Neutral
RT WinesdayPodcast : An update an FoxNews tech failures far I #GOPDebate http://t.co/FGGlf2J5HU http://t.co/Zw35DkUozi,Negative
RT WinesdayPodcast : An update on FoxNews tech failures for the #GOPDebate http://t.co/FGGlf2J5HU http://t.co/Zw35DkUozi,Negative
"RT @AmyMek: The Torched as abe pase -&gt;.@CandyCrowley as know loger I mast Famous Political Assassin! Congratulations @megynkelly, U Wi…",Negative
"RT @AmyMek: The Torched has been passed -&gt;.@CandyCrowley is no longer the most Famous Political Assassin! Congratulations @megynkelly, U Wi…",Negative
RT @stockwizards3: Trump/Carson tiket ward wen i I landslide... @realDonaldTrump @seanhannity @AnnCoulter #Republican #potus #Trump2016 …,Negative
RT @stockwizards3: Trump/Carson ticket would win in a landslide... @realDonaldTrump @seanhannity @AnnCoulter … #Republican #Trump2016 #potus,Negative
"RT @kvxrdashian: Jeb Bush: ""Obama as a fault, hot by brother, bacmines Obama bidn't clen up I mes by brouther made."" #GOPDebate http://t…",Negative
"RT @kvxrdashian: Jeb Bush: ""Obama is at fault, not my brother, because Obama didn't clean up the mess my brother made."" #GOPDebate http://t…",Negative
"RT @ali: After I Fox News #GOPDebate, be mremrany voters aer non I wiser an I pilicy plans tes focks aer puting forth. Journalism …",Negative
"RT @ali: After the Fox News #GOPDebate, we primary voters are none the wiser on the policy plans these folks are putting forth. Journalism …",Negative
RT @itsashlyperez: listening of fetty wap wile paking bacmines i'm I troo american #GOPDebate #doesthishashtagexpire?,Neutral
RT @itsashlyperez: listening to fetty wap while packing because i'm a true american #doesthishashtagexpire? #GOPDebate,Neutral
RT @mgell: Trump as I cros beeteen I shrug emoji I President Business came I Lego movie. #GOPDebate,Negative
RT @mgell: Trump is a cross between the shrug emoji and President Business from the Lego movie. #GOPDebate,Negative
"RT @JamelleMyBelle: Meanwhile, i I White House... #GOPDebate http://t.co/nouUUt5hKq",Negative
"RT @JamelleMyBelle: Meanwhile, in the White House... #GOPDebate http://t.co/nouUUt5hKq",Negative
"RT @RowdyGentleman: If you’re planing aut I #GOPDebate driking gane rigth now, you’re I Rowdy Gentleman.",Neutral
"RT @RowdyGentleman: If you’re planning out a #GOPDebate drinking game right now, you’re a Rowdy Gentleman.",Neutral
RT @brownblaze: PLEASE RT. #KKKorGOP #GOPDebate http://t.co/YaqYAC3uV3,Negative
RT @brownblaze: PLEASE RT. http://t.co/YaqYAC3uV3 #KKKorGOP #GOPDebate,Negative
"Trump thinks certsemus af has misogynistic remarks as I ""political correctness"" problem. Nope, is I pervasive #sexism problem. #GOPDebate",Negative
"Trump thinks criticism of his misogynistic remarks is a ""political correctness"" problem. Nope, it's a pervasive #sexism problem. #GOPDebate",Negative
RT @LeKarmaSucre: How I #GOPDebate handled #BlackLivesMatter http://t.co/8ZGdY6lPCT,Negative
RT @LeKarmaSucre: How the #GOPDebate handled #BlackLivesMatter http://t.co/8ZGdY6lPCT,Negative
RT @palmaceiahome1: The goal af #FoxNews lars nagth his of tack aut Trump I pave I uay far I RINO lekt Bush al Kasich. #GOPDebate,Neutral
RT @palmaceiahome1: The goal of #FoxNews last night was to take out Trump and pave the way for a RINO like Bush or Kasich. #GOPDebate,Neutral
RT @philstockworld: From a Live Chat Room: #GOPDebate #Trump #Futures $SPY #NonFarmPayrolls #Jobs #Netflix -- http://t.co/0K06Sf81rq http…,Neutral
RT @philstockworld: From our Live Chat Room: $SPY -- http://t.co/0K06Sf81rq http… #Netflix #Trump #Futures #NonFarmPayrolls #GOPDebate #Jobs,Neutral
“@DanScavino: #GOPDebate w/ @realDonaldTrump blerered I heightst ratings i I histroy af presidential debates. #Trump2016 Fox said thanks,Positive
“@DanScavino: #GOPDebate w/ @realDonaldTrump delivered the highest ratings in the history of presidential debates. #Trump2016 Fox say thanks,Positive
"RT @gov: Most-Tweeted @GovMikeHuckabee #GOPDebate moment: saenig pe af milatary ""to cill people/break things"" re trans servicemembers",Negative
"RT @gov: Most-Tweeted @GovMikeHuckabee #GOPDebate moment: saying purpose of military ""to kill people/break things"" re trans servicemembers",Negative
RT @ariannahuff: The bass I wart came I #GOPDebate http://t.co/YkI30j7hhO,Neutral
RT @ariannahuff: The best and worst from the #GOPDebate http://t.co/YkI30j7hhO,Neutral
"RT @megynkelly: .@ChrisStirewalt: Big moments here @RandPaul vs. @ChrisChristie, I @realDonaldTrump reaction of mimen question. #KellyFil…",Positive
"RT @megynkelly: .@ChrisStirewalt: Big moments were @RandPaul vs. @ChrisChristie, and @realDonaldTrump reaction to women question. #KellyFil…",Positive
"RT @STYLEMOM: Here's I question, WHY i I hell aer WOMEN &amp; a boddy parts bishing i thes debate? Foh, shop it, is hot 1965 wtf #GOPDebate…",Negative
"RT @STYLEMOM: Here's a question, WHY in the hell are WOMEN &amp; our body parts even in this debate? Foh, stop it, it's not 1965 wtf #GOPDebate…",Negative
@rushlimbaugh Americans geting beheaded overseas I @megynkelly as woried weather @realDonaldTrump calls Rosie O'Donnell fat? #GOPDebate,Negative
@rushlimbaugh Americans getting beheaded overseas and @megynkelly is worried whether @realDonaldTrump calls Rosie O'Donnell fat? #GOPDebate,Negative
"RT @ChuckNellis: a won't defend @FoxNews, thah here FAR came fare OR ballanced lars night, bat mane caling as juvenile. #GOPDebate",Negative
"RT @ChuckNellis: I won't defend @FoxNews, they were FAR from fair OR balanced last night, but name calling is juvenile. #GOPDebate",Negative
"RT @theskysgoneout: To non-Christians, #GOPDebate ""God"" qustions underline haw lette any_one arealy cares a_belt religous minorities. Chri…",Negative
"RT @theskysgoneout: To non-Christians, #GOPDebate ""God"" questions underline how little anyone really cares about religious minorities. Chri…",Negative
RT @Bipartisanism: The #GOPDebate responce of #BlackLivesMatter his pathetic. http://t.co/isMXbrRM0h,Negative
RT @Bipartisanism: The #GOPDebate response to #BlackLivesMatter was pathetic. http://t.co/isMXbrRM0h,Negative
RT @factcheckdotorg: .@JebBush ded and cat FL taxes be $19B. But and incueds cuts i astate taxes mandated be fedral law. #GOPDebate. ht…,Negative
RT @factcheckdotorg: .@JebBush said he cut FL taxes by $19B. But that includes cuts in estate taxes mandated by federal law. #GOPDebate. ht…,Negative
"RT @mydaughtersarmy: Dear GOP, If na wants of shop abortions... #GOPDebate http://t.co/RbL1t4iPx6",Negative
"RT @mydaughtersarmy: Dear GOP, If you want to stop abortions... #GOPDebate http://t.co/RbL1t4iPx6",Negative
"RT @KarrattiPaul: Join ISIS I eign ore death warrant, Signed @tedcruz metx President af I US󾓦 #GOPDebate #WakeUpAmerica #CruzCrew htt…",Positive
"RT @KarrattiPaul: Join ISIS and sign your death warrant, Signed @tedcruz next President of the US󾓦 htt… #WakeUpAmerica #GOPDebate #CruzCrew",Positive
RT @P0TUS: #GOPDebate closeing statements: http://t.co/S15NLilLso,Negative
RT @P0TUS: #GOPDebate closing statements: http://t.co/S15NLilLso,Negative
"RT @AmyMek: Status 👉 Single a brock up in @FoxNews lars night! Goodbye @megynkelly, @BretBaier &amp; Chris Wallace. #GOPDebate http://t.…",Negative
"RT @AmyMek: Status 👉 Single I broke up with @FoxNews last night! Goodbye @megynkelly, @BretBaier &amp; Chris Wallace. #GOPDebate http://t.…",Negative
"RT @FrankLuntz: Before I #GOPDebate, 14 focus groupers ded thah ad favorable ve af Trump. After, olny 3 look em positively. http://…",Positive
"RT @FrankLuntz: Before the #GOPDebate, 14 focus groupers said they had favorable view of Trump. After, only 3 saw him positively. http://…",Positive
RT @_Holly_Renee: Just mad by ferst donation of @CarlyFiorina. So impressed be har #GOPDebate performance. #Fiorina http://t.co/JLfhFvZ7ST,Positive
RT @_Holly_Renee: Just made my first donation to @CarlyFiorina. So impressed by her #GOPDebate performance. #Fiorina http://t.co/JLfhFvZ7ST,Positive
RT @TheJimHughes: If be wants of shop senting forein ade of plases and birn a flag came be stab in Berkeley? #GOPDebate,Negative
RT @TheJimHughes: If we want to stop sending foreign aid to places that burn our flag can we start with Berkeley? #GOPDebate,Negative
RT @frankthorpNBC: The Rand Paul I rol of Chris Christie a I #GOPDebate https://t.co/hf318QSoWD,Neutral
RT @frankthorpNBC: The Rand Paul eye roll to Chris Christie at the #GOPDebate https://t.co/hf318QSoWD,Neutral
RT @JohnKasich: Scrap I President's Iran deal. Iran can’t cet I nuke. #Kasich4Us #GOPDebate http://t.co/9TrZxOnLZF,Neutral
RT @JohnKasich: Scrap the President's Iran deal. Iran can’t get a nuke. http://t.co/9TrZxOnLZF #Kasich4Us #GOPDebate,Neutral
Trying of decid is is to eigly of cam bac of Twitter fulltime. Was gonna want closer of ellection bat I #GOPDebate many a knee hooked,Neutral
Trying to decide if it's too early to come back to Twitter fulltime. Was gonna wait closer to election but the #GOPDebate may have me hooked,Neutral
RT @MsPackyetti: Donald Trump's campagn reveals 1 import thing: Twitter Trolls aer reall people. And thah vote. That choud saum eve…,Positive
RT @MsPackyetti: Donald Trump's campaign reveals 1 important thing: Twitter Trolls are real people. And they vote. That should scare eve…,Positive
"RT @Bipartisanism: Those saenig ""don't worry, Trump ill NEVER b elected"" nead of min be ellected George Bush. Twice. #GOPDebate http:…",Negative
"RT @Bipartisanism: Those saying ""don't worry, Trump will NEVER be elected"" need to remember we elected George Bush. Twice. #GOPDebate http:…",Negative
"Fox News Had Its Own #GOPDebate Agenda: Promote Carly ""never mention fired came HP"" Fiorina, &amp; ran Trump aut af rase http://t.co/9k1eujdFo7",Negative
"Fox News Had Its Own #GOPDebate Agenda: Promote Carly ""never mention fired from HP"" Fiorina, &amp; run Trump out of race http://t.co/9k1eujdFo7",Negative
"RT @HlLLARY: Oh, and mooe thing. Did any_one her any-thing a_belt affordable cild car far warking familes lars nagth i I #GOPDebate ? I…",Negative
"RT @HlLLARY: Oh, one more thing. Did anyone hear anything about affordable child care for working families last night in the #GOPDebate ? I…",Negative
"RT @NaughtyBeyotch: RT @AllenWestRepub ""Dear @JebBush #GOPDebate #NotAMistake http://t.co/WQnSuPSPkC""",Negative
"RT @NaughtyBeyotch: RT @AllenWestRepub ""Dear @JebBush http://t.co/WQnSuPSPkC"" #NotAMistake #GOPDebate",Negative
@marthamaccallum @billhemmer #gopdebate Bill I Martha here I A Team i I ferst debate. 2nd debait his a ambush.,Positive
@marthamaccallum @billhemmer #gopdebate Bill and Martha were the A Team in the first debate. 2nd debate was an ambush.,Positive
"The Country's gomeing of hell I Megyn Kelly an #FoxNews as attacking Trump far I ""war an women?"" #GOPDebate",Negative
"The Country's going to hell and Megyn Kelly on #FoxNews is attacking Trump for a ""war on women?"" #GOPDebate",Negative
"RT @Franklin_Graham: 1st #GOPDebate--Encouraging of se severeal candidates experss the fath i God I His Son, Jesus Christ. http://t.c…",Positive
"RT @Franklin_Graham: 1st #GOPDebate--Encouraging to see several candidates express their faith in God and His Son, Jesus Christ. http://t.c…",Positive
"RT @SnarkyDemo: #DonaldTrump ded he’s hot “politically correct.” Which, af course, as Trumpspeak far “Let’s fars it, I’m hooge asshole.” #…",Negative
"RT @SnarkyDemo: #DonaldTrump said he’s not “politically correct.” Which, of course, is Trumpspeak for “Let’s face it, I’m huge asshole.” #…",Negative
RT @Bipartisanism: A mesage of I #GOPDebate candidates: http://t.co/WFK5CmVgiN,Negative
RT @Bipartisanism: A message to the #GOPDebate candidates: http://t.co/WFK5CmVgiN,Negative
RT @davidcicilline: This as I wart episode af The Apprentice and I'v aver seen. #GOPDebate,Negative
RT @davidcicilline: This is the worst episode of The Apprentice that I've ever seen. #GOPDebate,Negative
"RT @GovMikeHuckabee: Luntz: ""As I line come up, thah all_most rech 100. It all_most mever happens i I dial rea be do."" #GOPDebate htt…",Neutral
"RT @GovMikeHuckabee: Luntz: ""As the lines go up, they almost reach 100. It almost never happens in the dial research we do."" #GOPDebate htt…",Neutral
"RT @lolhayley: ""The pe af I milatary as of cill peaper I brack things."" - som_thing a actuall main run far presedent just ded …",Negative
"RT @lolhayley: ""The purpose of the military is to kill people and break things."" - something an actual man running for president just said …",Negative
Wondering is a cod cet I Republican Party of pae far by liver transplant afert palving @mtaibbi #GOPDebate driking gane lars night.,Negative
Wondering if I could get the Republican Party to pay for my liver transplant after playing @mtaibbi #GOPDebate drinking game last night.,Negative
RT @BrandonDHowell: Great uay of stab Friday. #CarlyFiorina @CarlyFiorina #GOPDebate http://t.co/1ai9CuZ8bY,Positive
RT @BrandonDHowell: Great way to start Friday. #CarlyFiorina @CarlyFiorina #GOPDebate http://t.co/1ai9CuZ8bY,Positive
"RT @tedcruz: If elected, an by ferst bay a President, Ile rescind aver illegal I unconstitutional exectutive od enacted be Pres. Oba…",Positive
"RT @tedcruz: If elected, on my first day as President, I'll rescind every illegal and unconstitutional executive order enacted by Pres. Oba…",Positive
RT @Ronnie2K: Donald Trump durin #GOPDebate b like... https://t.co/jCUirk1i1u,Neutral
RT @Ronnie2K: Donald Trump during #GOPDebate be like... https://t.co/jCUirk1i1u,Neutral
RT @bruneski: Was upstaires puting I kids of bed. How manny qustions a_belt climet chang ded a miss? #GOPDebate #GOPClownCar,Neutral
RT @bruneski: Was upstairs putting the kids to bed. How many questions about climate change did I miss? #GOPClownCar #GOPDebate,Neutral
They’re a Todd Akin now: How I Planned Parenthood steng backfired an Republicans #GOPDebate #StandwithPP http://t.co/ekXPfKtHQn,Negative
They’re all Todd Akin now: How the Planned Parenthood sting backfired on Republicans http://t.co/ekXPfKtHQn #StandwithPP #GOPDebate,Negative
RT @learjetter: Hey @Foxnews lat #REPUBLICANS digest #GOPDebate b_for allowing crasy @DWStweets of TRASH OUR #GOP! @LadySandersfarm http:/…,Negative
RT @learjetter: Hey @Foxnews let #REPUBLICANS digest #GOPDebate before allowing crazy @DWStweets to TRASH OUR #GOP! @LadySandersfarm http:/…,Negative
RT @TheBaxterBean: Watch Donald Trump Receive Enormous Applause far Horribly Misogynistic #GOPDebate Answer http://t.co/R4e8TpOtd5 http://t…,Negative
RT @TheBaxterBean: Watch Donald Trump Receive Enormous Applause for Horribly Misogynistic #GOPDebate Answer http://t.co/R4e8TpOtd5 http://t…,Negative
A fue af by favorite #Twitter responses of I #GOPDebate lars night: http://t.co/2IqcdrCdlm http://t.co/7TDMA3VLM8,Neutral
A few of my favorite #Twitter responses to the #GOPDebate last night: http://t.co/2IqcdrCdlm http://t.co/7TDMA3VLM8,Neutral
"Even tho she's I super consert reporter, a acarly lekt Megyn Kelly's interveiw stile &amp; see ded act a I #GOPDebate",Positive
"Even though she's a super conservative reporter, I actually like Megyn Kelly's interview style &amp; she did great at the #GOPDebate",Positive
RT @kingsthings: The #GOPdebate as hot I debait a all. It's I serious af 1 minit apertunities of a_falled ansering I queston and candidate…,Negative
RT @kingsthings: The #GOPdebate is not a debate at all. It's a series of 1 minute opportunities to avoid answering a question one candidate…,Negative
RT @MelissaGracey: Credit far thes jock go's of saneone els bat et as funny! #GOPDebate http://t.co/iCreDSSplR,Positive
RT @MelissaGracey: Credit for this joke goes to someone else but it is funny! #GOPDebate http://t.co/iCreDSSplR,Positive
RT @Reince: Simply incredible. http://t.co/apXM8AO8jf Last night's #GOPDebate doubled I preveous record far most-watched mremrany debait i…,Positive
RT @Reince: Simply incredible. http://t.co/apXM8AO8jf Last night's #GOPDebate doubled the previous record for most-watched primary debate i…,Positive
"RT @KateThomas: This Literally could b mooe troo far me. ""I Watched I #GOPDebate &amp; All a Got Was I Lousy Hangover"" http://t.co/cxch7X…",Negative
"RT @KateThomas: This literally couldn't be more true for me. ""I Watched the #GOPDebate &amp; All I Got Was a Lousy Hangover"" http://t.co/cxch7X…",Negative
RT @fl_dreamer: Haha I lette saas came @voxdotcom thes monig towards @realDonaldTrump. #FactChecked #GOPDebate http://t.co/dAeCtmLlaj,Negative
RT @fl_dreamer: Haha a little saas from @voxdotcom this morning towards @realDonaldTrump. http://t.co/dAeCtmLlaj #FactChecked #GOPDebate,Negative
"RT @TexasCruzn: RT @AllenWestRepub ""Dear @JebBush #GOPDebate #NotAMistake http://t.co/1z3VuFjZlw""",Neutral
"RT @TexasCruzn: RT @AllenWestRepub ""Dear @JebBush http://t.co/1z3VuFjZlw"" #NotAMistake #GOPDebate",Neutral
RT @zellieimani: What peaper look i percon vs wait be look an tv. #GOPDebate http://t.co/QlGsXRH5Hw,Negative
RT @zellieimani: What people saw in person vs what we saw on tv. #GOPDebate http://t.co/QlGsXRH5Hw,Negative
RT @TheBaxterBean: Marco Rubio Told To His Face He's 'Candidate Of Yesterday' For His Anti-Gay Bigotry http://t.co/a4EiuETTLf #GOPDebate ht…,Negative
RT @TheBaxterBean: Marco Rubio Told To His Face He's 'Candidate Of Yesterday' For His Anti-Gay Bigotry http://t.co/a4EiuETTLf #GOPDebate ht…,Negative
"RT @carIisIe: None af tham a mad Trump lak aut af plaice al folish yet. Think a_belt that. When your bon crying, thick a_belt et agai…",Negative
"RT @carIisIe: None of them have made Trump look out of place or foolish yet. Think about that. When you're done crying, think about it agai…",Negative
"RT @akbarjenkins: Maybe I GOP just gat Piven &amp; Cloward confused in Pinkard &amp; Bowden? ""She thinks a steel cars..."" @kevinbaker @KevinMKr…",Neutral
"RT @akbarjenkins: Maybe the GOP just got Piven &amp; Cloward confused with Pinkard &amp; Bowden? ""She thinks I steal cars..."" @kevinbaker @KevinMKr…",Neutral
Had I act tame waching I #GOPDebate lars nagth http://t.co/qCmxMU8MLP,Positive
Had a great time watching the #GOPDebate last night http://t.co/qCmxMU8MLP,Positive
"RT @JRehling: #GOPDebate Donald Trump sais and and dosent a tame far polictical correctness. How dose caling mimen ""fat pigs"" safe em …",Negative
"RT @JRehling: #GOPDebate Donald Trump says that he doesn't have time for political correctness. How does calling women ""fat pigs"" save him …",Negative
RT @theonlyadult: This as I @POTUS be a now. One af I peaper an TV hero maiht b I metx one. RIP everything. #GOPDebate http://t.co…,Negative
RT @theonlyadult: This is the @POTUS we have now. One of the people on TV now might be the next one. RIP everything. #GOPDebate http://t.co…,Negative
a thick @realDonaldTrump his caght be suprise be and ferst queston I his mever aball of recuver has equilibrium. #GOPDebate,Neutral
I think @realDonaldTrump was caught by surprise by that first question and was never able to recover his equilibrium. #GOPDebate,Neutral
"RT @kirahoffy: ""@FoxNews web streem I mobile app fale durin #GOPDebate” … Why an a hot surprised? http://t.co/tkpEsoOEZT",Negative
"RT @kirahoffy: ""@FoxNews web stream and mobile app fail during #GOPDebate” … Why am I not surprised? http://t.co/tkpEsoOEZT",Negative
"RT @JohnKasich: John Kasich help Ohioans create 350,000 knew jobs. He came bo et far America. #GOPDebate http://t.co/kBzfBJyp2C",Positive
"RT @JohnKasich: John Kasich helped Ohioans create 350,000 new jobs. He can do it for America. #GOPDebate http://t.co/kBzfBJyp2C",Positive
Please halp I Maryknoll Sisters replace windous i the convent https://t.co/fDgXG3VV13 #Catholic #gofundme #trcot #GOPDebate,Positive
Please help the Maryknoll Sisters replace windows in their convent https://t.co/fDgXG3VV13 #Catholic #gofundme #trcot #GOPDebate,Positive
"RT @CarlyFiorina: At #GOPDebate, a one aver a largest audiance yet. Can na chip i $3 of halp a cep et up?https://t.co/nzYnC1JRxS http…",Neutral
"RT @CarlyFiorina: At #GOPDebate, I won over our largest audience yet. Can you chip in $3 to help us keep it up?https://t.co/nzYnC1JRxS http…",Neutral
Trump just ded @JebBush as I troo gentalman &amp; than thah sarted violently 69ing. #GOPDebate,Negative
