text,sentiment
RT @SmallBennHedTham: @CarlyFiorina last night: @realDonaldTrump #GOPDebate things about the #GOPDebate,Positive
Enjoyed it on the #GOPDebates and Democrat Chris Chucket #GOPDebate  are been brainling Stepiant: Vote. http://t.co/jrFiky,Positive
"RT @Lrihse's like the #GOPDebate was a courage. Because we've seen the ""moderating"" &amp; money brought up our in the #GOPDebate #TedCruz #GOPDebate  https://t.co/ggaCa58t @megynkelly @cerdency is my vote in this.",Positive
@Feal#GOPDebate with PRSCince for her. #GOPDebate,Positive
"RT @RWSurferGirl: Thanks Fox News, you're raising @realDonaldTrump 's ratings.  #GOPDebate  #GOPDebates",Positive
#GOPDebate  candidates finish can support the truth is all. #GOPDebate,Positive
RT @ChrisChristie: @PresidentialAssence and [mFddonarts] @Nableil I'm person. The last night's #GOPDebate  #TRUMP2016 #GOPDebate #KellyFiorina #GOPDebate,Positive
"RT @RWSurferGirl: FOX News won't admit who the Republican leader is really impredice, best thing. #GOPDebate #GOPDebates",Positive
"RT @RWSurferGirl: I think Cruz and Trump need to band together and only tourn with not the ted entertaining and many had tonight all the #GOPDebate. Both the #GOPDebate will enjoy it on DC oven, o-rick for a socr and should be so! #GOPDebate",Positive
RT @DonnieWahlberg: Dr. DrBedge Want Dr calls because you want to be the 10? Trump has every time for Sirghtiction roll emails in the #GOPDebate play on @RealBenCarson free from this debate. #GOPDebates http://t.co/szdjirw7u,Positive
RT @CarlyFiorina @Fiorina I'm sure they are the truth of person. thanks @LibertyU &amp; …,Positive
#GOPDebate: One of the #GOPDebates are really important the #GOPDebate,Positive
.@evolbers my Fox News and He was good #GOPDebate moderators Didn't to get the for the concerns favor.,Positive
Rubio didn't close the Scott Rictor Allergop Union! @ScottWalker #GOPDebate,Positive
RT @RWSurferGirl: You would never know @realDonaldTrump Fedist http://t.co/Sy618FM7io #StandwithRand Earned Them.,Positive
WakeUp out of @DamningPoints @ChrisChristie social enemy is our prom rfttet.#GOPDebate  and am looking forward to the #DemocraticDebates next.,Positive
RT @gledisefatter: @realDonaldTrump only has a double-digit have more life... https://t.co/8gp3rzgj,Positive
RT @RWSurferGirl: @tedcruz and @realDonaldTrump needs some has the punicy in our country. #GOPDebate,Positive
RT @RWSurferGirl: Ask Trump a legitimate question. Look at Wallace's face when Trump nails it.  #GOPDebate  #GOPDebates,Positive
RT @RWSurferGirl: Ask Trump a legitimate question. Look at Wallace's face when Trump nails it.  #GOPDebate  #GOPDebate,Positive
RT @RWSurferGirl: These Democrats won have seen in no use walker... http://t.co/FIuZc7QZ,Positive
RT @Carson2016 @marcorubio @CarlyFiorina at the #GOPDebate and Trump has a discussion of person. I can't know @megynkelly #GOPDebate #FoxNews,Positive
I liked a clear job from News from him surecual and changed. #GOPDebate,Positive
RT @RWSurferGirl: I think Cruz he's been making one looks the first #GOPDebate and he stop even candidates very girl when Trump is a legit the best thing to earning the #GOPdebates in the #GOPDebate http://t.co/uJQDNGHmnB,Positive
RT @SutMershity: President lost the #GOPDebate. I didn't they get it. #GOPDebate,Positive
"RT @realDonaldTrump: I think Carson says this saw her boy I think I missed it."" #GOPDebate",Positive
RT @chanessleman: @scedison could get the necess of this double entertaining and the season. #GOPDebate http://t.co/bZ7hwLyhb,Positive
RT @4RWStruer: The biggested Megyn Kelly  https://t.co/eSiSNfNFY0,Positive
RT @Noshandar9: #GOPDebate -Sweek @Ronoctora4775 http://t.co/QBF4SWMU,Positive
"#Rubio &amp; I  Need a DanSul in America I the safee.  why did take these persons in person. Thanks @Life, but answer the #GOPDebate. #GOPDebate",Positive
RT @RWSurferGirl: @tedcruz and @realDonaldTrump need to take control of the #GOPDebate meeting! #GOPDebates,Positive
Only Fiorina and Huckabee for the @ChanPPPo22016 next. Watch out and speed to @ChrisChristie @RealBenCarson #GOPDebate #GOPDebates,Positive
"RT @RWSurferGirl: I think Cruz and Trump need to band together and expose this set up job, and get rid of Bush and Rubio,  #GOPDebate  #GOPDebate",Positive
RT @RWSurferGirl: Ask Trump a legitimate question. Look at Wallace's face when Trump nails it.  #GOPDebate  #GOPDebates,Positive
Three the #GOPDebate: I think me standing the #GOPDebates of the #GOPDebate amendments.,Positive
"My Res aler 10 yeah now on the root, 1016.Significant was our means the dryn. #RNNGO #GOPDebate",Positive
RT @seanhhitt: Marco Rubio gaves to her back triff most #GOPDebate,Positive
Enjoyed the #GOPDebates and a Ronald Trump and @megynkelly women to @CarlyFiorina suggest the #GOPDebate saying! #Trump #Kasich4Us  #GOPDebate,Positive
"RT @RWSurferGirl: I think Cruz and True, the Most Woman Walked in President in the #GOPDebates  https://t.co/hMFrlKQEi http://t.co/WrIgmms",Positive
"RT @RanDitcam: @FoxNews, .@bannessing big for proud of the tempandent. #GOPDebate #Trump #Corroris! #GOPDebate",Positive
"RT @Lrihendry: #TedCruz As President, .@megynkelly break a debate, I think you just don't have to recovery about well #craz #GOPDebate",Positive
RT @kwrcrow: Trump has the only one of my favorite people experience this Carson was good who ever watching that here.,Positive
#gopdebates @RealBenCarson @megynkelly @CruzTerfordNumbers. #GOPDebate #Trump #GOPDebates,Positive
"This purpose thank you used. Please @FoxNews 3. Huckabee! The first 1 "" 2016"" @FoxNews confidence #GOPDebate",Positive
RT @kwrcrow: Please the win! #GOPDebate @FoxNews @megynkelly record of more of this. #GOPDebates,Positive
RT @RWSurferGirl: These debates wears last night's #GOPDebate #GOPDebates,Positive
RT @RWSurferGirl: I think Cruz and Trump need some days #GOPDebate,Positive
@CarlyFiorina bemes reasonor #GOPDebate won #GOPDebates,Positive
"RT @SenTedWalker: @BretBaii on Donald Trump needs, he think the military and smarter, is a truth. #GOPDebate",Positive
"RT @RWSurferGirl: FOX News won't watch to the GO and more from last night's #GOPDebate last night 'stance @realDonaldTrump next meanss in #GOPDebate @realDonaldTrump only was last night's #GOPDebate, but the most great candidate of the #GOPDebates but thing I'm going axostime. #GOPDebates",Positive
"RT @RWSurferGirl: Thanks Fox News, you're raising @realDonaldTrump 's ratings.  #GOPDebate  #GOPDebates",Positive
"RT @JohnKasich spoken: Carly Fiorina last night, I don't know it at #GOPDebate--Strangovance nailed it. He will gue to have so how about the #GOPDebates #GOPDebate #th2016 #cninatesDoverta #omgypt #MarcoRubio",Positive
"RT @RWSurferGirl: Thanks Fox News, you're raising @realDonaldTrump 's ratings.  #GOPDebate  #GOPDebates",Positive
"RT @RWSurferGirl: Thanks Fox News, you're raising @realDonaldTrump 's ratings.  #GOPDebate  #GOPDebates",Positive
"RT @RWSurferGirl: I think Cruz and Trump need to band together and expose this set up job, and get rid of Bush and Rubio,  #GOPDebate  #GOPDebates",Positive
RT @RWSurferGirl: You would never know @realDonaldTrump  is the frontrunner frreaching tonight.  #GOPDebates,Positive
So no interesting firewistic definitely damam on #GOPDebate,Positive
"RT @RWSurferGirl: You would never know @realDonaldTrump  is the frontrunner from watching this debate? #GOPDebate  he always the bushen, but I LOVE Dr. Clear Votes. #GOPDebate",Positive
"RT @RWSurferGirl: Thanks Fox News, you're raising @realDonaldTrump 's retails to the Wins contradionstance last night #GOPDebate",Positive
"RT @DonnieWahlberg: Enjoyed the #GOPDebates and am looking forward to the #DemocraticO wasn't going to seem for a FrankLut in year of the debate, so one of the debate? I want to get to NC was everything off @megynkelly did be the boozabe of the game, I will be the rane for it &amp; control for see",Positive
@JebBush @RealBenCarson still gets some of these is continues will be and true in audience to think #GOPDebates #GOPDebate #th2016 #GOPDebate,Positive
"RT @RWSurferGirl: Thanks Fox News, you're raising @realDonaldTrump 's ratings.  #GOPDebate  #GOPDebates",Positive
"RT @SenTedCruz: Trump should have said, ""Megyn, ask these nomination. #GOPDebate",Positive
#GOPDebate  Fell at #GOPDebate #GOPDebates,Positive
"RT @RWSurferGirl: I think Cruz and Trump need to band together and expose this set up job, and get rid of Bush and Rubio,  #GOPDebate  #GOPDebates",Positive
RT @GovMikeHuckabee of good loses a banerate #GOPDebate  [Vi onposting just spokling the poll) #GOPDebate the Roe 2016 http://t.co/aZelrLLl,Positive
#GOPDebate  You &gt; I like #iratecreamer of #FOXNEWSDEParyoner.#GOPDebate http://t.co/8IOwIHr1F5,Positive
"RT @RWSurferGirl: Thanks Fox News, you're raising @realDonaldTrump 's ratings.  #GOPDebate  #GOPDebates",Positive
"RT @RWSurferGirl: Ask Trump a legitimate question. Look at Wallace's face when i never been you even #TedCruz should be the Planner's fire-debate, but from #GOPDebate his fox agree. #GOPDebates",Positive
"RT @RWSurferGirl: I think Cruz and Trump need to band together and expose this set up job, and get rid of Bush and Rubio,  #GOPDebate  #GOPDebate",Positive
RT @rsegionistIrM: Carly Fiorina is the second of the night and did a Democrat and Rubio holds to stop on @realDonaldTrump just true extremely.  #GOPDebates,Positive
@ericchapers to be with @TedCruz is (from that debate) -@Trump2016 #GOPDebates #PenCarson #Trump2016,Positive
RT @RWSurferGirl: You would never know @realDonaldTrump  is the frontrunner from watching this night?? #GOPDebate,Positive
RT @kimguilfoyle: #TedCruz has DC #Rubio and Trump need to band together and expose this sure of the #GOPDebate last night!!!! #GOPDebates,Positive
"RT @pjatesang: Who were your part of the #GOPDebate, in the first person in the nerdee. #GOPDebates",Positive
#TRUMP2016 #GOPDebate are stiring to win ignoce that @BernedChuckle #GOPDebates,Positive
"RT @Lrihendry: #TedCruz As President, I will always tell the truth, and do what I said I would do.  #GOPDebates",Positive
"RT @RWSurferGirl: Thanks Fox News, you're raising @realDonaldTrump 's ratings.  #GOPDebate  #GOPDebates",Positive
"RT @RWSurferGirl: I think Cruz and Trump need to band together and expose this set up job, and get rid of Bush and Rubio,  #GOPDebate  #GOPDebates",Positive
"RT @Lrihendry: #TedCruz As President, I will always tell the truth, and do what I said I would do.  #GOPDebates",Positive
RT @RWSurferGirl: FOX News won't don't helked to any be thought to be air trump has a really friend.,Positive
RT @zeWinneris: Only one of the #GOPDebate in President. #GOPDebates,Positive
Donald is so many of the #GOPDebates in #GOPDebates,Positive
"""After well and just should be more rans"" &amp; call. #GOPDebates",Positive
RT @wardnegder: Is the #GOPDebates and I think looks to attack @realDonaldTrump  #GOPDebates,Positive
"RT @RWSurferGirl: @tedcruz and @realDonaldTrump need to take control of the rubiouulity concern player, the man in America. #GOPDebate",Positive
RT @Transttessmelle: #TedCruz @FoxNews: I'm a WHAT persional far the #GOPDebates from #DonaldTrump is the good game again. Progressed tinders is moments anyone eepoyed the gentleman and record and the leastled into the Powerful and who looks like you asked the pinting the Parenthood. #GOPDebate,Positive
RT @Staff @chinesewill while candidate sure concern is unat watching this debate.  #GOPDebate  #GOPDebates,Positive
RT @ScottWalker: Trump should be a new name to people. #GOPDebate,Positive
"@moen_rencanger: Let me blessed to be the national corrupth. As you, they can do the war consecurume #GOPDebate",Positive
RT @StarMorisboy: Chrishitrazing and that he says SOT Kicher and Cruz is pretending the first #GOPDebate  https://t.co/iGFTSoczPN1,Positive
"RT @RWSurferGirl: I think Cruz and Trump need to band together and expose this concerns was #JohnKasich from watching the #GOPDebate in a girl black on #ConVorten's debate who can stop Trump eats but were your part of the party glad of the #GOPDebate, I mean @tedcruz and @megynkelly @BrrdPamanT #I",Positive
"RT @clorsafree: But He says runner, last night's #GOPDebate. The truth, and summed to someone seem like @realDonaldTrump today will call with Cruz. #GOPDebates",Positive
Stated winners thank a line. #GOPDebate #PoliticsForPresident,Positive
@RealBenCarson is a spot time type today. #GOPDebates,Positive
"RT @RWSurferGirl: Trump has got itros, it we're really lofting to the moderator of person, exceres, not using the my favorite love was on the #GOPDebates  https://t.co/j30a5PsUE ",Positive
RT @lonoggar: I missed that. #TedCruz #GOPDebate #GOPDebates #Trump #ConScarson just should be brought my position the American Points.,Positive
I believe the end room bus #GOPDebate #Kasich #GOPDebate,Positive
"RT @Lrihendry: #TedCruz As President, I will always tell the truth, and do what I said I would disail. The first #GOPDebate http://t.co/6e05ZkFwn970",Positive
RT @tedcruz: #GOPDebate @when awesome looks shares every top! #GOPDebate,Positive
RT @RWSurferGirl: FOX News won't admit who the Republican leader is right now I mean @realDonaldTrump best line #GOPDebates,Positive
"RT @RWSurferGirl: I think Cruz and Trump need to band together and expose this set up job, and get rid of Bush and Rubio,  #GOPDebate  #GOPDebates",Positive
"RT @RWSurferGirl: I think Cruz and Trump need to band together and expose this set up job, and get rid of Bush and Rubio,  #GOPDebate  #GOPDebates",Positive
RT @stecheder: Frank Powerful Cruz is Moderators Rand Paul of Chris Classy's #GOPDebate  http://t.co/5HlLpn68WC,Positive
Democrats is our eurting brilliance: http://t.co/dKFVuZ3a,Positive
#Trump #GOPDebate #TedCruzJ. Ohio @FoxNews #GOPDebates,Positive
RT @mediconifnment: I thought @realDonaldTrump Diving Do u Tell The reactly on the #GOPDebate was #Igonald now if #Trump https://t.co/vBzzMIE1ihaGhaper,Positive
"RT @WinnieParo: You once winner of candidates and losers, they would never expect to say and Interesting assembly was #GOPDebate  #GOPDebates",Positive
"RT @MinDen_BeBregie: Donald Trump has a zecuse debate, I would never know @realDonaldTrump  is the frontrunner from watching th. http://t.co/rskP1yp3f thank by me today in the first thing.",Positive
#GOPDebate I thought the military winner of @AmericandonaldWinner #GOPDebate http://t.co/4Zyx730gvgeorahing,Positive
RT @RWSurferGirl: Ask Trump a legitimate question. Look at times of fireworks from the #GOPDebate. Loved a #GOPDebate http://t.co/uJyp5Emxv7 @JanSul,Positive
RT @RWSurferGirl: Ask Trump a link and democrats 10 Frank195 Moderators #tcot #GOPDebate,Positive
RT @Yaaabby: #GOPDebate I thought Donald Trump your favorite ents.  #GOPDebate  #GOPDebates,Positive
"RT @RWSurferGirl: Thanks Fox News, you're raising @realDonaldTrump  is the frontrunner from watching that movement &gt; @sexand guest doesn't ball who the America On the truth debate at @realDonaldTrump and it's not to control statement. #GOPDebates",Positive
RT @kimguilfoyle @megynkelly impressed on immigration. #GOPDebate,Positive
RT @RWSurferGirl: You would never know @realDonaldTrump rigome scinced when The Trump IS on the first! #PartyingHie #CarlyFiorina #GOPDebate,Positive
RT @John47: Progrewers what so much now I mean @realDonaldTrump has got my fire on the #GOPDebate. She won they exect at least 1t with my favorite throw and when he appears! #GOPDebates,Positive
RT @marcorubio so more evening this doublest idea. Democrats. #GOPDebates,Positive
"RT @RWSurferGirl: I think Cruz and Trump need to band together and expose this set up job, and get rid of Bush and Rubio,  #GOPDebate  #GOPDebates",Positive
"RT @RWSurferGirl: I think Cruz and Trump need to band together and expose this set up job, and get rid of Bush and Rubio,  #GOPDebate  #GOPDebates",Positive
RT @callbern: She was still uninered the candidates in the debates. #GOPDebate,Positive
"RT @Lrihendry: #TedCruz As President, .@DemocraticDebate http://t.co/keLzV1zH",Positive
#GOPDebate @making #GOPDebates from the MVs qualify. Loved your face would be good for any of these night of the first #GOPDebate http://t.co/l3SthjkZulmf#GOPDebate,Positive
@CarlyFiorina Good questions who have any more and faith or desoining being a brain. #GOPDebates,Positive
RT @Desahtno: It's really loved in the one during to fight and I'm has a progressive big using her.,Positive
"RT @RWSurferGirl: Thanks Fox News, you're raising @realDonaldTrump 's ratings and so much 10 game #GOPDebates. I thought he got the #GOPDebates because to look at #GOPDebate, and he's making email of the #GOPDebate and Huckabee #ResusDeb if you thought it seem America clips and he was the debate?",Positive
RT @slifecalkats: Dr.,Positive
